Timestamp,Device_ID,Temperature_C,Humidity_%,Distance_cm,Material_Level_%,Status,Active_Alerts
2026-06-01 08:00:00,REMAC_NYLON_010,26.4,29.8,34.04,15.7,SAFE,None
2026-06-01 08:00:05,REMAC_NYLON_010,30.2,27.1,2.86,97.7,SAFE,None
2026-06-01 08:00:10,REMAC_NYLON_010,30.2,31.1,37.33,7.0,DANGER,Low Material Level
2026-06-01 08:00:15,REMAC_NYLON_010,29.6,32.9,19.71,53.4,SAFE,None
2026-06-01 08:00:20,REMAC_NYLON_010,29.1,39.1,5.19,91.6,SAFE,None
2026-06-01 08:00:25,REMAC_NYLON_010,35.1,29.4,4.06,94.6,SAFE,None
2026-06-01 08:00:30,REMAC_NYLON_010,31.3,42.8,31.18,23.2,SAFE,None
2026-06-01 08:00:35,REMAC_NYLON_010,35.9,28.3,34.53,14.4,DANGER,Low Material Level
2026-06-01 08:00:40,REMAC_NYLON_010,33.8,46.7,12.47,72.4,SAFE,None
2026-06-01 08:00:45,REMAC_NYLON_010,35.1,43.6,38.41,4.2,DANGER,Low Material Level
2026-06-01 08:00:50,REMAC_NYLON_010,26.8,35.7,21.56,48.5,SAFE,None
2026-06-01 08:00:55,REMAC_NYLON_010,31.8,26.8,9.74,79.6,SAFE,None
2026-06-01 08:01:00,REMAC_NYLON_010,28.7,34.7,18.71,56.0,SAFE,None
2026-06-01 08:01:05,REMAC_NYLON_010,25.0,33.1,32.86,18.8,SAFE,None
2026-06-01 08:01:10,REMAC_NYLON_010,34.5,28.6,21.49,48.7,SAFE,None
2026-06-01 08:01:15,REMAC_NYLON_010,29.1,36.5,4.99,92.1,SAFE,None
2026-06-01 08:01:20,REMAC_NYLON_010,26.8,30.9,16.55,61.7,SAFE,None
2026-06-01 08:01:25,REMAC_NYLON_010,28.8,31.4,12.58,72.1,SAFE,None
2026-06-01 08:01:30,REMAC_NYLON_010,27.6,34.0,27.22,33.6,SAFE,None
2026-06-01 08:01:35,REMAC_NYLON_010,27.9,32.1,32.84,18.8,SAFE,None
2026-06-01 08:01:40,REMAC_NYLON_010,29.3,45.4,30.29,25.6,SAFE,None
2026-06-01 08:01:45,REMAC_NYLON_010,35.2,32.3,19.74,53.3,SAFE,None
2026-06-01 08:01:50,REMAC_NYLON_010,28.0,37.2,29.35,28.0,SAFE,None
2026-06-01 08:01:55,REMAC_NYLON_010,35.0,35.7,19.41,54.2,SAFE,None
2026-06-01 08:02:00,REMAC_NYLON_010,32.5,36.8,13.1,70.8,SAFE,None
2026-06-01 08:02:05,REMAC_NYLON_010,31.2,37.1,12.09,73.4,SAFE,None
2026-06-01 08:02:10,REMAC_NYLON_010,32.2,39.4,33.74,16.5,SAFE,None
2026-06-01 08:02:15,REMAC_NYLON_010,30.0,36.3,11.48,75.0,SAFE,None
2026-06-01 08:02:20,REMAC_NYLON_010,33.9,36.1,14.44,67.3,SAFE,None
2026-06-01 08:02:25,REMAC_NYLON_010,31.7,35.3,39.54,1.2,DANGER,Low Material Level
2026-06-01 08:02:30,REMAC_NYLON_010,25.0,34.3,37.76,5.9,DANGER,Low Material Level
2026-06-01 08:02:35,REMAC_NYLON_010,30.9,30.4,15.44,64.6,SAFE,None
2026-06-01 08:02:40,REMAC_NYLON_010,32.4,34.7,25.42,38.4,SAFE,None
2026-06-01 08:02:45,REMAC_NYLON_010,29.1,36.2,34.45,14.6,DANGER,Low Material Level
2026-06-01 08:02:50,REMAC_NYLON_010,30.4,37.0,38.31,4.4,DANGER,Low Material Level
2026-06-01 08:02:55,REMAC_NYLON_010,28.2,35.9,33.94,15.9,SAFE,None
2026-06-01 08:03:00,REMAC_NYLON_010,25.9,33.8,3.61,95.8,SAFE,None
2026-06-01 08:03:05,REMAC_NYLON_010,25.3,34.7,12.35,72.8,SAFE,None
2026-06-01 08:03:10,REMAC_NYLON_010,25.4,32.2,19.95,52.8,SAFE,None
2026-06-01 08:03:15,REMAC_NYLON_010,32.0,36.6,4.22,94.2,SAFE,None
2026-06-01 08:03:20,REMAC_NYLON_010,22.5,33.9,16.47,61.9,SAFE,None
2026-06-01 08:03:25,REMAC_NYLON_010,28.0,35.9,12.43,72.6,SAFE,None
2026-06-01 08:03:30,REMAC_NYLON_010,27.7,40.0,29.26,28.3,SAFE,None
2026-06-01 08:03:35,REMAC_NYLON_010,29.2,31.5,17.62,58.9,SAFE,None
2026-06-01 08:03:40,REMAC_NYLON_010,24.4,38.0,34.55,14.3,DANGER,Low Material Level
2026-06-01 08:03:45,REMAC_NYLON_010,31.2,35.2,24.63,40.4,SAFE,None
2026-06-01 08:03:50,REMAC_NYLON_010,26.2,45.1,38.74,3.3,DANGER,Low Material Level
2026-06-01 08:03:55,REMAC_NYLON_010,33.4,33.9,31.77,21.7,SAFE,None
