Timestamp,Device_ID,Temperature_C,Humidity_%,Distance_cm,Material_Level_%,Status,Active_Alerts
2026-06-01 08:00:00,REMAC_PC_008,31.9,46.0,17.27,59.8,SAFE,None
2026-06-01 08:00:05,REMAC_PC_008,32.6,45.0,32.7,19.2,SAFE,None
2026-06-01 08:00:10,REMAC_PC_008,38.6,41.3,31.61,22.1,SAFE,None
2026-06-01 08:00:15,REMAC_PC_008,35.7,44.6,38.2,4.7,DANGER,Low Material Level
2026-06-01 08:00:20,REMAC_PC_008,36.8,43.6,30.85,24.1,SAFE,None
2026-06-01 08:00:25,REMAC_PC_008,32.3,45.6,26.87,34.5,SAFE,None
2026-06-01 08:00:30,REMAC_PC_008,26.1,41.3,8.34,83.3,SAFE,None
2026-06-01 08:00:35,REMAC_PC_008,33.4,38.6,26.08,36.6,SAFE,None
2026-06-01 08:00:40,REMAC_PC_008,32.4,44.8,11.32,75.5,SAFE,None
2026-06-01 08:00:45,REMAC_PC_008,36.0,53.6,23.3,43.9,SAFE,None
2026-06-01 08:00:50,REMAC_PC_008,44.9,45.4,10.18,78.5,DANGER,High Temperature
2026-06-01 08:00:55,REMAC_PC_008,37.1,43.3,2.9,97.6,SAFE,None
2026-06-01 08:01:00,REMAC_PC_008,43.2,48.8,30.89,24.0,DANGER,High Temperature
2026-06-01 08:01:05,REMAC_PC_008,36.7,44.2,7.23,86.2,SAFE,None
2026-06-01 08:01:10,REMAC_PC_008,33.1,54.3,16.37,62.2,SAFE,None
2026-06-01 08:01:15,REMAC_PC_008,36.0,45.0,8.94,81.7,SAFE,None
2026-06-01 08:01:20,REMAC_PC_008,40.3,48.5,15.24,65.2,DANGER,High Temperature
2026-06-01 08:01:25,REMAC_PC_008,40.5,41.2,23.89,42.4,DANGER,High Temperature
2026-06-01 08:01:30,REMAC_PC_008,33.3,47.5,31.33,22.8,SAFE,None
2026-06-01 08:01:35,REMAC_PC_008,35.8,46.4,37.34,7.0,DANGER,Low Material Level
2026-06-01 08:01:40,REMAC_PC_008,30.7,44.7,19.65,53.6,SAFE,None
2026-06-01 08:01:45,REMAC_PC_008,37.5,42.5,2.37,99.0,SAFE,None
2026-06-01 08:01:50,REMAC_PC_008,39.7,41.8,11.95,73.8,SAFE,None
2026-06-01 08:01:55,REMAC_PC_008,35.1,46.4,27.56,32.7,SAFE,None
2026-06-01 08:02:00,REMAC_PC_008,33.0,48.1,8.57,82.7,SAFE,None
2026-06-01 08:02:05,REMAC_PC_008,36.1,44.4,10.78,76.9,SAFE,None
2026-06-01 08:02:10,REMAC_PC_008,36.3,46.4,29.3,28.2,SAFE,None
2026-06-01 08:02:15,REMAC_PC_008,35.2,44.8,39.46,1.4,DANGER,Low Material Level
2026-06-01 08:02:20,REMAC_PC_008,35.5,45.5,35.51,11.8,DANGER,Low Material Level
2026-06-01 08:02:25,REMAC_PC_008,34.5,44.0,6.66,87.7,SAFE,None
2026-06-01 08:02:30,REMAC_PC_008,38.0,45.1,8.21,83.7,SAFE,None
2026-06-01 08:02:35,REMAC_PC_008,37.2,58.5,28.78,29.5,SAFE,None
2026-06-01 08:02:40,REMAC_PC_008,32.1,46.6,29.16,28.5,SAFE,None
