Timestamp,Device_ID,Temperature_C,Humidity_%,Distance_cm,Material_Level_%,Status,Active_Alerts
2026-06-01 08:00:00,REMAC_PS_006,34.8,58.3,27.43,33.1,SAFE,None
2026-06-01 08:00:05,REMAC_PS_006,32.3,58.7,19.39,54.2,SAFE,None
2026-06-01 08:00:10,REMAC_PS_006,33.3,53.0,3.57,95.9,SAFE,None
2026-06-01 08:00:15,REMAC_PS_006,33.2,56.5,32.17,20.6,SAFE,None
2026-06-01 08:00:20,REMAC_PS_006,37.0,62.1,15.12,65.5,DANGER,High Humidity
2026-06-01 08:00:25,REMAC_PS_006,35.8,62.1,38.35,4.3,DANGER,High Humidity; Low Material Level
2026-06-01 08:00:30,REMAC_PS_006,31.0,54.9,37.48,6.6,DANGER,Low Material Level
2026-06-01 08:00:35,REMAC_PS_006,33.7,55.7,19.03,55.2,SAFE,None
2026-06-01 08:00:40,REMAC_PS_006,37.6,60.6,36.01,10.5,DANGER,High Humidity; Low Material Level
2026-06-01 08:00:45,REMAC_PS_006,36.1,47.5,39.15,2.2,DANGER,Low Material Level
2026-06-01 08:00:50,REMAC_PS_006,36.7,53.4,33.48,17.2,SAFE,None
2026-06-01 08:00:55,REMAC_PS_006,36.1,61.7,18.54,56.5,DANGER,High Humidity
2026-06-01 08:01:00,REMAC_PS_006,39.9,59.9,13.27,70.3,SAFE,None
2026-06-01 08:01:05,REMAC_PS_006,35.7,56.8,32.31,20.2,SAFE,None
2026-06-01 08:01:10,REMAC_PS_006,33.8,47.5,14.61,66.8,SAFE,None
2026-06-01 08:01:15,REMAC_PS_006,32.3,54.8,33.07,18.2,SAFE,None
2026-06-01 08:01:20,REMAC_PS_006,35.7,52.1,16.69,61.3,SAFE,None
2026-06-01 08:01:25,REMAC_PS_006,27.7,56.7,24.35,41.2,SAFE,None
2026-06-01 08:01:30,REMAC_PS_006,34.4,51.0,15.16,65.4,SAFE,None
2026-06-01 08:01:35,REMAC_PS_006,34.4,49.9,2.19,99.5,SAFE,None
2026-06-01 08:01:40,REMAC_PS_006,30.9,44.7,4.36,93.8,SAFE,None
2026-06-01 08:01:45,REMAC_PS_006,32.2,61.1,39.84,0.4,DANGER,High Humidity; Low Material Level
2026-06-01 08:01:50,REMAC_PS_006,37.4,53.0,6.35,88.5,SAFE,None
2026-06-01 08:01:55,REMAC_PS_006,35.7,55.8,37.47,6.6,DANGER,Low Material Level
2026-06-01 08:02:00,REMAC_PS_006,35.3,55.0,3.78,95.3,SAFE,None
2026-06-01 08:02:05,REMAC_PS_006,35.9,49.7,29.29,28.2,SAFE,None
2026-06-01 08:02:10,REMAC_PS_006,35.3,48.7,25.48,38.2,SAFE,None
2026-06-01 08:02:15,REMAC_PS_006,38.7,50.0,36.52,9.2,DANGER,Low Material Level
2026-06-01 08:02:20,REMAC_PS_006,35.4,51.4,35.73,11.2,DANGER,Low Material Level
2026-06-01 08:02:25,REMAC_PS_006,30.6,56.8,12.38,72.7,SAFE,None
2026-06-01 08:02:30,REMAC_PS_006,39.9,51.0,4.12,94.4,SAFE,None
2026-06-01 08:02:35,REMAC_PS_006,36.1,63.7,16.79,61.1,DANGER,High Humidity
2026-06-01 08:02:40,REMAC_PS_006,33.2,60.1,12.8,71.6,DANGER,High Humidity
2026-06-01 08:02:45,REMAC_PS_006,31.2,59.0,11.05,76.2,SAFE,None
2026-06-01 08:02:50,REMAC_PS_006,36.2,54.4,30.01,26.3,SAFE,None
