Timestamp,Device_ID,Temperature_C,Humidity_%,Distance_cm,Material_Level_%,Status,Active_Alerts
2026-06-01 08:00:00,REMAC_PMMA_009,34.8,49.1,16.84,60.9,SAFE,None
2026-06-01 08:00:05,REMAC_PMMA_009,24.7,50.5,26.05,36.7,SAFE,None
2026-06-01 08:00:10,REMAC_PMMA_009,32.7,56.3,14.43,67.3,SAFE,None
2026-06-01 08:00:15,REMAC_PMMA_009,31.8,54.7,31.0,23.7,SAFE,None
2026-06-01 08:00:20,REMAC_PMMA_009,27.3,56.1,13.36,70.1,SAFE,None
2026-06-01 08:00:25,REMAC_PMMA_009,30.8,53.6,26.8,34.7,SAFE,None
2026-06-01 08:00:30,REMAC_PMMA_009,33.2,51.7,22.68,45.6,SAFE,None
2026-06-01 08:00:35,REMAC_PMMA_009,27.5,43.9,18.81,55.8,SAFE,None
2026-06-01 08:00:40,REMAC_PMMA_009,31.3,50.7,13.92,68.6,SAFE,None
2026-06-01 08:00:45,REMAC_PMMA_009,32.6,53.0,30.93,23.9,SAFE,None
2026-06-01 08:00:50,REMAC_PMMA_009,26.8,57.3,8.23,83.6,SAFE,None
2026-06-01 08:00:55,REMAC_PMMA_009,29.6,53.4,12.57,72.2,SAFE,None
2026-06-01 08:01:00,REMAC_PMMA_009,30.9,56.2,31.1,23.4,SAFE,None
2026-06-01 08:01:05,REMAC_PMMA_009,27.6,44.8,2.95,97.5,SAFE,None
2026-06-01 08:01:10,REMAC_PMMA_009,27.4,48.4,14.74,66.5,SAFE,None
2026-06-01 08:01:15,REMAC_PMMA_009,29.6,52.1,22.81,45.2,SAFE,None
2026-06-01 08:01:20,REMAC_PMMA_009,32.4,55.8,34.01,15.8,SAFE,None
2026-06-01 08:01:25,REMAC_PMMA_009,31.9,49.3,19.74,53.3,SAFE,None
2026-06-01 08:01:30,REMAC_PMMA_009,27.4,49.6,33.74,16.5,SAFE,None
2026-06-01 08:01:35,REMAC_PMMA_009,32.0,53.4,23.68,42.9,SAFE,None
2026-06-01 08:01:40,REMAC_PMMA_009,27.5,44.4,24.47,40.9,SAFE,None
