Timestamp,Device_ID,Temperature_C,Humidity_%,Distance_cm,Material_Level_%,Status,Active_Alerts
2026-06-01 08:00:00,REMAC_002,35.0,62.8,8.16,83.8,DANGER,High Humidity
2026-06-01 08:00:05,REMAC_002,29.2,44.9,17.12,60.2,SAFE,None
2026-06-01 08:00:10,REMAC_002,37.5,49.6,26.36,35.9,SAFE,None
2026-06-01 08:00:15,REMAC_002,30.1,52.2,7.36,85.9,SAFE,None
2026-06-01 08:00:20,REMAC_002,36.6,43.1,17.39,59.5,SAFE,None
2026-06-01 08:00:25,REMAC_002,37.1,42.3,12.68,71.9,SAFE,None
2026-06-01 08:00:30,REMAC_002,30.4,49.9,18.76,55.9,SAFE,None
2026-06-01 08:00:35,REMAC_002,35.3,56.0,14.16,68.0,SAFE,None
2026-06-01 08:00:40,REMAC_002,28.8,57.0,6.48,88.2,SAFE,None
2026-06-01 08:00:45,REMAC_002,32.8,45.9,14.54,67.0,SAFE,None
2026-06-01 08:00:50,REMAC_002,34.0,55.3,17.2,60.0,SAFE,None
2026-06-01 08:00:55,REMAC_002,31.7,47.5,8.23,83.6,SAFE,None
2026-06-01 08:01:00,REMAC_002,43.6,49.5,15.03,65.7,DANGER,High Temperature
2026-06-01 08:01:05,REMAC_002,35.4,55.9,14.12,68.1,SAFE,None
2026-06-01 08:01:10,REMAC_002,34.6,55.4,19.44,54.1,SAFE,None
2026-06-01 08:01:15,REMAC_002,33.7,56.2,11.31,75.5,SAFE,None
2026-06-01 08:01:20,REMAC_002,45.6,45.6,21.15,49.6,DANGER,High Temperature
2026-06-01 08:01:25,REMAC_002,35.8,45.3,5.95,89.6,SAFE,None
2026-06-01 08:01:30,REMAC_002,29.4,43.2,21.42,48.9,SAFE,None
2026-06-01 08:01:35,REMAC_002,36.3,46.2,28.56,30.1,SAFE,None
2026-06-01 08:01:40,REMAC_002,34.2,47.9,15.91,63.4,SAFE,None
2026-06-01 08:01:45,REMAC_002,32.5,52.3,9.11,81.3,SAFE,None
2026-06-01 08:01:50,REMAC_002,30.2,43.8,23.51,43.4,SAFE,None
2026-06-01 08:01:55,REMAC_002,28.6,53.4,18.15,57.5,SAFE,None
2026-06-01 08:02:00,REMAC_002,29.9,43.1,24.91,39.7,SAFE,None
2026-06-01 08:02:05,REMAC_002,33.5,47.1,23.58,43.2,SAFE,None
2026-06-01 08:02:10,REMAC_002,29.3,55.0,5.04,92.0,SAFE,None
2026-06-01 08:02:15,REMAC_002,36.3,44.2,22.6,45.8,SAFE,None
2026-06-01 08:02:20,REMAC_002,33.7,53.5,29.74,27.0,SAFE,None
2026-06-01 08:02:25,REMAC_002,29.2,48.5,13.17,70.6,SAFE,None
2026-06-01 08:02:30,REMAC_002,31.7,44.5,5.34,91.2,SAFE,None
2026-06-01 08:02:35,REMAC_002,33.0,48.1,16.33,62.3,SAFE,None
2026-06-01 08:02:40,REMAC_002,35.3,72.1,13.21,70.5,DANGER,High Humidity
2026-06-01 08:02:45,REMAC_002,32.4,55.8,5.99,89.5,SAFE,None
2026-06-01 08:02:50,REMAC_002,34.1,51.8,22.41,46.3,SAFE,None
2026-06-01 08:02:55,REMAC_002,32.1,47.0,23.43,43.6,SAFE,None
2026-06-01 08:03:00,REMAC_002,42.7,46.3,18.87,55.6,DANGER,High Temperature
2026-06-01 08:03:05,REMAC_002,33.5,48.7,17.54,59.1,SAFE,None
2026-06-01 08:03:10,REMAC_002,30.4,48.7,29.74,27.0,SAFE,None
2026-06-01 08:03:15,REMAC_002,34.3,56.8,34.79,13.7,DANGER,Low Material Level
2026-06-01 08:03:20,REMAC_002,29.4,48.8,36.54,9.1,DANGER,Low Material Level
2026-06-01 08:03:25,REMAC_002,44.1,50.4,6.29,88.7,DANGER,High Temperature
2026-06-01 08:03:30,REMAC_002,32.1,49.4,15.03,65.7,SAFE,None
2026-06-01 08:03:35,REMAC_002,35.8,43.3,22.71,45.5,SAFE,None
2026-06-01 08:03:40,REMAC_002,30.5,51.0,4.32,93.9,SAFE,None
2026-06-01 08:03:45,REMAC_002,30.8,45.6,19.97,52.7,SAFE,None
2026-06-01 08:03:50,REMAC_002,31.1,49.6,22.41,46.3,SAFE,None
2026-06-01 08:03:55,REMAC_002,36.7,51.9,21.49,48.7,SAFE,None
2026-06-01 08:04:00,REMAC_002,37.1,52.1,27.23,33.6,SAFE,None
2026-06-01 08:04:05,REMAC_002,47.8,52.3,28.41,30.5,DANGER,High Temperature
2026-06-01 08:04:10,REMAC_002,31.2,44.7,17.77,58.5,SAFE,None
2026-06-01 08:04:15,REMAC_002,32.8,46.0,11.46,75.1,SAFE,None
2026-06-01 08:04:20,REMAC_002,28.7,55.1,23.51,43.4,SAFE,None
2026-06-01 08:04:25,REMAC_002,36.9,45.2,22.75,45.4,SAFE,None
2026-06-01 08:04:30,REMAC_002,31.3,56.5,30.2,25.8,SAFE,None
2026-06-01 08:04:35,REMAC_002,36.3,56.1,13.13,70.7,SAFE,None
2026-06-01 08:04:40,REMAC_002,33.5,48.2,25.33,38.6,SAFE,None
2026-06-01 08:04:45,REMAC_002,37.2,56.5,34.79,13.7,DANGER,Low Material Level
2026-06-01 08:04:50,REMAC_002,30.1,48.3,14.31,67.6,SAFE,None
2026-06-01 08:04:55,REMAC_002,32.4,53.6,11.04,76.2,SAFE,None
