Timestamp,Device_ID,Temperature_C,Humidity_%,Distance_cm,Material_Level_%,Status,Active_Alerts
2026-06-01 08:00:00,REMAC_PP_005,36.0,66.3,30.81,24.2,DANGER,High Humidity
2026-06-01 08:00:05,REMAC_PP_005,40.0,56.0,24.86,39.9,SAFE,None
2026-06-01 08:00:10,REMAC_PP_005,45.7,63.6,39.27,1.9,DANGER,High Temperature; High Humidity; Low Material Level
2026-06-01 08:00:15,REMAC_PP_005,43.1,66.2,10.65,77.2,DANGER,High Temperature; High Humidity
2026-06-01 08:00:20,REMAC_PP_005,44.9,63.7,33.5,17.1,DANGER,High Temperature; High Humidity
2026-06-01 08:00:25,REMAC_PP_005,41.2,57.3,38.33,4.4,DANGER,High Temperature; Low Material Level
2026-06-01 08:00:30,REMAC_PP_005,43.5,73.0,15.16,65.4,DANGER,High Temperature; High Humidity
2026-06-01 08:00:35,REMAC_PP_005,37.8,65.5,10.59,77.4,DANGER,High Humidity
2026-06-01 08:00:40,REMAC_PP_005,38.1,72.2,9.07,81.4,DANGER,High Humidity
2026-06-01 08:00:45,REMAC_PP_005,31.8,63.7,21.25,49.4,DANGER,High Humidity
2026-06-01 08:00:50,REMAC_PP_005,43.6,60.6,32.2,20.5,DANGER,High Temperature; High Humidity
2026-06-01 08:00:55,REMAC_PP_005,44.6,66.3,11.99,73.7,DANGER,High Temperature; High Humidity
2026-06-01 08:01:00,REMAC_PP_005,38.3,63.9,13.41,70.0,DANGER,High Humidity
2026-06-01 08:01:05,REMAC_PP_005,39.2,59.1,30.64,24.6,SAFE,None
2026-06-01 08:01:10,REMAC_PP_005,37.7,72.3,5.67,90.3,DANGER,High Humidity
2026-06-01 08:01:15,REMAC_PP_005,41.1,61.9,36.03,10.4,DANGER,High Temperature; High Humidity; Low Material Level
2026-06-01 08:01:20,REMAC_PP_005,43.4,55.8,2.66,98.3,DANGER,High Temperature
2026-06-01 08:01:25,REMAC_PP_005,34.8,71.6,7.31,86.0,DANGER,High Humidity
2026-06-01 08:01:30,REMAC_PP_005,41.2,62.5,13.86,68.8,DANGER,High Temperature; High Humidity
2026-06-01 08:01:35,REMAC_PP_005,39.2,62.0,4.33,93.9,DANGER,High Humidity
2026-06-01 08:01:40,REMAC_PP_005,40.3,56.2,12.55,72.2,DANGER,High Temperature
2026-06-01 08:01:45,REMAC_PP_005,41.4,73.7,32.76,19.0,DANGER,High Temperature; High Humidity
2026-06-01 08:01:50,REMAC_PP_005,39.4,58.6,23.2,44.2,SAFE,None
2026-06-01 08:01:55,REMAC_PP_005,39.7,65.3,37.28,7.2,DANGER,High Humidity; Low Material Level
2026-06-01 08:02:00,REMAC_PP_005,39.4,69.6,25.19,39.0,DANGER,High Humidity
2026-06-01 08:02:05,REMAC_PP_005,42.9,67.1,11.82,74.2,DANGER,High Temperature; High Humidity
2026-06-01 08:02:10,REMAC_PP_005,41.3,64.7,25.32,38.6,DANGER,High Temperature; High Humidity
2026-06-01 08:02:15,REMAC_PP_005,40.7,56.5,27.45,33.0,DANGER,High Temperature
2026-06-01 08:02:20,REMAC_PP_005,36.2,61.0,17.38,59.5,DANGER,High Humidity
2026-06-01 08:02:25,REMAC_PP_005,38.9,65.9,6.86,87.2,DANGER,High Humidity
