Timestamp,Device_ID,Temperature_C,Humidity_%,Distance_cm,Material_Level_%,Status,Active_Alerts
2026-06-01 08:00:00,REMAC_PVC_003,31.5,57.0,24.53,40.7,SAFE,None
2026-06-01 08:00:05,REMAC_PVC_003,29.6,54.6,37.49,6.6,DANGER,Low Material Level
2026-06-01 08:00:10,REMAC_PVC_003,31.9,50.3,26.74,34.9,SAFE,None
2026-06-01 08:00:15,REMAC_PVC_003,34.6,46.8,35.78,11.1,DANGER,Low Material Level
2026-06-01 08:00:20,REMAC_PVC_003,29.3,53.5,9.29,80.8,SAFE,None
2026-06-01 08:00:25,REMAC_PVC_003,29.3,52.0,3.99,94.8,SAFE,None
2026-06-01 08:00:30,REMAC_PVC_003,34.7,54.5,37.25,7.2,DANGER,Low Material Level
2026-06-01 08:00:35,REMAC_PVC_003,32.3,53.2,3.71,95.5,SAFE,None
2026-06-01 08:00:40,REMAC_PVC_003,28.6,55.2,20.14,52.3,SAFE,None
2026-06-01 08:00:45,REMAC_PVC_003,31.6,47.3,28.62,30.0,SAFE,None
2026-06-01 08:00:50,REMAC_PVC_003,28.6,56.6,37.08,7.7,DANGER,Low Material Level
2026-06-01 08:00:55,REMAC_PVC_003,28.6,51.0,20.98,50.1,SAFE,None
2026-06-01 08:01:00,REMAC_PVC_003,30.7,60.4,9.81,79.5,DANGER,High Humidity
2026-06-01 08:01:05,REMAC_PVC_003,24.3,46.6,13.13,70.7,SAFE,None
2026-06-01 08:01:10,REMAC_PVC_003,24.8,58.7,38.09,5.0,DANGER,Low Material Level
2026-06-01 08:01:15,REMAC_PVC_003,28.3,51.0,37.23,7.3,DANGER,Low Material Level
2026-06-01 08:01:20,REMAC_PVC_003,27.0,46.7,24.69,40.3,SAFE,None
2026-06-01 08:01:25,REMAC_PVC_003,30.9,47.6,28.78,29.5,SAFE,None
2026-06-01 08:01:30,REMAC_PVC_003,27.3,48.4,31.17,23.2,SAFE,None
2026-06-01 08:01:35,REMAC_PVC_003,25.8,52.1,29.32,28.1,SAFE,None
2026-06-01 08:01:40,REMAC_PVC_003,34.4,52.6,9.47,80.3,SAFE,None
2026-06-01 08:01:45,REMAC_PVC_003,29.3,47.1,4.69,92.9,SAFE,None
2026-06-01 08:01:50,REMAC_PVC_003,30.2,49.9,24.61,40.5,SAFE,None
2026-06-01 08:01:55,REMAC_PVC_003,25.7,60.7,5.57,90.6,DANGER,High Humidity
2026-06-01 08:02:00,REMAC_PVC_003,28.4,58.6,27.78,32.1,SAFE,None
2026-06-01 08:02:05,REMAC_PVC_003,30.3,52.2,21.9,47.6,SAFE,None
2026-06-01 08:02:10,REMAC_PVC_003,26.5,50.2,31.41,22.6,SAFE,None
