Timestamp,Temperature,Humidity,Distance,Material_Level
2026-06-01 09:15:00,34.6,51.2,38.14,4.9
2026-06-01 09:15:05,31.7,40.6,20.85,50.4
2026-06-01 09:15:10,27.2,45.9,32.06,20.9
2026-06-01 09:15:15,33.0,44.9,18.87,55.6
2026-06-01 09:15:20,29.1,40.2,19.75,53.3
2026-06-01 09:15:25,30.9,45.4,21.61,48.4
2026-06-01 09:15:30,44.5,48.1,9.64,79.9
2026-06-01 09:15:35,27.2,42.5,31.87,21.4
2026-06-01 09:15:40,35.9,47.3,21.27,49.3
2026-06-01 09:15:45,30.2,51.5,31.22,23.1
2026-06-01 09:15:50,27.4,53.7,26.55,35.4
2026-06-01 09:15:55,33.4,51.8,28.68,29.8
2026-06-01 09:16:00,30.2,47.9,15.49,64.5
2026-06-01 09:16:05,33.2,42.2,20.89,50.3
2026-06-01 09:16:10,33.1,46.7,14.08,68.2
2026-06-01 09:16:15,29.9,41.6,12.98,71.1
2026-06-01 09:16:20,30.6,45.9,26.43,35.7
2026-06-01 09:16:25,29.0,41.7,37.42,6.8
2026-06-01 09:16:30,29.9,54.5,29.51,27.6
2026-06-01 09:16:35,32.4,53.8,38.33,4.4
2026-06-01 09:16:40,35.8,50.3,34.15,15.4
2026-06-01 09:16:45,30.2,50.3,30.61,24.7
2026-06-01 09:16:50,35.4,54.5,28.26,30.9
2026-06-01 09:16:55,33.3,44.4,18.15,57.5
2026-06-01 09:17:00,31.7,52.4,33.12,18.1
2026-06-01 09:17:05,29.4,49.6,10.25,78.3
2026-06-01 09:17:10,35.6,48.7,12.3,72.9
2026-06-01 09:17:15,44.4,49.6,34.26,15.1
2026-06-01 09:17:20,27.5,45.8,32.78,19.0
2026-06-01 09:17:25,35.0,50.1,27.99,31.6
2026-06-01 09:17:30,30.9,53.8,28.87,29.3
2026-06-01 09:17:35,31.9,52.3,25.71,37.6
2026-06-01 09:17:40,34.7,47.0,13.51,69.7
2026-06-01 09:17:45,28.5,48.5,13.02,71.0
2026-06-01 09:17:50,31.8,45.0,12.37,72.7
2026-06-01 09:17:55,28.7,48.6,38.59,3.7
2026-06-01 09:18:00,32.0,42.1,14.73,66.5
2026-06-01 09:18:05,34.2,46.3,29.28,28.2
2026-06-01 09:18:10,35.3,46.9,33.77,16.4
2026-06-01 09:18:15,32.0,66.7,22.14,47.0
2026-06-01 09:18:20,46.2,48.8,29.51,27.6
2026-06-01 09:18:25,34.4,54.1,21.27,49.3
2026-06-01 09:18:30,29.8,49.0,12.45,72.5
