Timestamp,Temperature,Humidity,Distance,Material_Level
2026-06-01 08:49:20,25.2,36.4,32.38,20.0
2026-06-01 08:49:25,30.5,29.2,13.83,68.9
2026-06-01 08:49:30,28.6,40.4,7.68,85.0
2026-06-01 08:49:35,26.1,35.6,24.45,40.9
2026-06-01 08:49:40,30.9,30.2,2.76,98.0
2026-06-01 08:49:45,29.4,25.7,31.79,21.6
2026-06-01 08:49:50,30.9,38.0,24.17,41.7
2026-06-01 08:49:55,27.3,47.3,25.62,37.9
2026-06-01 08:50:00,31.5,29.9,4.65,93.0
2026-06-01 08:50:05,26.0,35.9,29.16,28.5
2026-06-01 08:50:10,27.5,40.6,22.11,47.1
2026-06-01 08:50:15,29.3,28.7,32.89,18.7
2026-06-01 08:50:20,35.2,32.6,20.19,52.1
2026-06-01 08:50:25,32.4,30.7,7.42,85.7
2026-06-01 08:50:30,33.2,39.9,28.45,30.4
2026-06-01 08:50:35,34.3,41.6,9.19,81.1
2026-06-01 08:50:40,40.8,35.8,5.37,91.1
2026-06-01 08:50:45,30.1,30.8,37.23,7.3
2026-06-01 08:50:50,34.3,32.8,11.26,75.6
2026-06-01 08:50:55,33.0,31.8,30.3,25.5
2026-06-01 08:51:00,33.0,30.1,33.34,17.5
2026-06-01 08:51:05,35.3,34.5,17.16,60.1
2026-06-01 08:51:10,28.7,37.9,13.19,70.6
2026-06-01 08:51:15,28.5,37.5,25.0,39.5
2026-06-01 08:51:20,31.0,35.0,38.51,3.9
2026-06-01 08:51:25,29.5,35.3,5.47,90.9
2026-06-01 08:51:30,31.0,34.6,12.23,73.1
2026-06-01 08:51:35,34.7,28.5,29.68,27.2
2026-06-01 08:51:40,28.6,35.8,21.12,49.7
2026-06-01 08:51:45,29.1,32.1,38.94,2.8
2026-06-01 08:51:50,30.5,28.3,27.11,33.9
2026-06-01 08:51:55,29.3,36.9,20.14,52.3
2026-06-01 08:52:00,24.3,31.9,20.35,51.7
2026-06-01 08:52:05,28.3,36.1,32.09,20.8
2026-06-01 08:52:10,32.1,39.2,10.48,77.7
2026-06-01 08:52:15,34.3,30.2,28.64,29.9
2026-06-01 08:52:20,26.5,35.5,17.94,58.0
2026-06-01 08:52:25,26.5,25.9,29.68,27.2
2026-06-01 08:52:30,30.1,42.7,23.84,42.5
2026-06-01 08:52:35,23.8,28.2,32.11,20.8
2026-06-01 08:52:40,28.7,32.4,15.95,63.3
2026-06-01 08:52:45,24.8,41.7,23.83,42.6
2026-06-01 08:52:50,34.1,33.8,39.39,1.6
2026-06-01 08:52:55,27.7,29.0,38.93,2.8
2026-06-01 08:53:00,35.0,38.6,22.1,47.1
2026-06-01 08:53:05,33.3,38.5,33.04,18.3
2026-06-01 08:53:10,28.1,31.8,17.77,58.5
2026-06-01 08:53:15,26.8,32.4,24.49,40.8
2026-06-01 08:53:20,29.4,32.8,15.13,65.4
2026-06-01 08:53:25,29.7,34.0,3.81,95.2
2026-06-01 08:53:30,31.0,25.5,19.91,52.9
2026-06-01 08:53:35,27.7,34.1,10.08,78.7
2026-06-01 08:53:40,32.2,43.9,11.38,75.3
2026-06-01 08:53:45,30.8,30.5,4.97,92.2
2026-06-01 08:53:50,29.0,32.1,31.87,21.4
2026-06-01 08:53:55,27.9,29.1,8.56,82.7
2026-06-01 08:54:00,29.4,38.1,5.59,90.6
