Timestamp,Temperature,Humidity,Distance,Material_Level
2026-06-01 08:57:40,31.1,29.6,23.11,44.4
2026-06-01 08:57:45,30.1,26.9,5.82,89.9
2026-06-01 08:57:50,29.4,36.0,26.38,35.8
2026-06-01 08:57:55,28.9,35.9,21.74,48.1
2026-06-01 08:58:00,36.0,44.6,5.63,90.5
2026-06-01 08:58:05,27.5,39.6,9.51,80.2
2026-06-01 08:58:10,32.8,42.2,30.75,24.3
2026-06-01 08:58:15,30.0,36.4,27.66,32.5
2026-06-01 08:58:20,29.8,30.1,26.59,35.3
2026-06-01 08:58:25,33.5,35.6,5.32,91.3
2026-06-01 08:58:30,34.4,38.0,2.04,99.9
2026-06-01 08:58:35,29.3,38.5,10.59,77.4
2026-06-01 08:58:40,32.4,32.6,21.6,48.4
2026-06-01 08:58:45,31.1,37.4,39.61,1.0
2026-06-01 08:58:50,30.0,30.3,13.5,69.7
2026-06-01 08:58:55,30.6,29.8,25.2,38.9
2026-06-01 08:59:00,27.9,29.4,15.95,63.3
2026-06-01 08:59:05,29.1,35.1,16.95,60.7
2026-06-01 08:59:10,28.3,29.1,21.73,48.1
2026-06-01 08:59:15,32.7,32.9,4.11,94.4
2026-06-01 08:59:20,29.7,39.5,39.12,2.3
2026-06-01 08:59:25,26.1,29.9,12.94,71.2
2026-06-01 08:59:30,27.8,32.5,24.43,41.0
2026-06-01 08:59:35,20.4,35.4,12.88,71.4
2026-06-01 08:59:40,28.5,36.2,14.34,67.5
2026-06-01 08:59:45,30.1,32.5,39.61,1.0
2026-06-01 08:59:50,29.6,38.9,29.16,28.5
2026-06-01 08:59:55,35.9,38.0,32.81,18.9
2026-06-01 09:00:00,31.7,40.7,33.65,16.7
2026-06-01 09:00:05,31.6,34.6,12.32,72.8
2026-06-01 09:00:10,25.1,32.4,30.9,24.0
2026-06-01 09:00:15,28.9,31.6,21.96,47.5
2026-06-01 09:00:20,28.5,36.5,30.61,24.7
2026-06-01 09:00:25,27.6,33.1,17.95,58.0
2026-06-01 09:00:30,27.6,32.2,12.62,72.1
2026-06-01 09:00:35,24.6,32.8,27.42,33.1
2026-06-01 09:00:40,26.2,31.6,17.09,60.3
2026-06-01 09:00:45,32.6,36.0,8.66,82.5
2026-06-01 09:00:50,29.6,27.9,36.42,9.4
2026-06-01 09:00:55,28.5,36.5,12.99,71.1
2026-06-01 09:01:00,30.0,38.4,27.72,32.3
2026-06-01 09:01:05,33.5,32.1,35.34,12.3
2026-06-01 09:01:10,30.0,44.6,19.27,54.6
2026-06-01 09:01:15,31.6,35.1,31.4,22.6
2026-06-01 09:01:20,27.5,27.2,8.79,82.1
2026-06-01 09:01:25,28.1,33.6,38.37,4.3
2026-06-01 09:01:30,31.1,35.3,36.25,9.9
2026-06-01 09:01:35,35.7,37.2,20.2,52.1
2026-06-01 09:01:40,34.3,33.7,17.62,58.9
2026-06-01 09:01:45,31.7,29.9,12.26,73.0
2026-06-01 09:01:50,30.5,29.5,30.15,25.9
2026-06-01 09:01:55,34.2,31.7,8.01,84.2
2026-06-01 09:02:00,32.4,32.2,3.78,95.3
2026-06-01 09:02:05,23.1,29.3,21.04,49.9
2026-06-01 09:02:10,26.8,31.3,11.1,76.1
2026-06-01 09:02:15,31.0,38.3,20.06,52.5
2026-06-01 09:02:20,24.6,43.2,37.36,6.9
2026-06-01 09:02:25,27.3,38.8,27.61,32.6
2026-06-01 09:02:30,27.9,41.5,36.68,8.7
2026-06-01 09:02:35,29.2,39.9,2.42,98.9
2026-06-01 09:02:40,29.1,39.2,31.3,22.9
2026-06-01 09:02:45,29.1,33.3,15.84,63.6
2026-06-01 09:02:50,32.5,35.7,29.19,28.4
2026-06-01 09:02:55,29.2,32.9,15.18,65.3
2026-06-01 09:03:00,28.8,33.9,32.0,21.0
2026-06-01 09:03:05,26.0,35.3,10.16,78.5
2026-06-01 09:03:10,33.1,38.6,35.79,11.1
2026-06-01 09:03:15,28.0,37.1,5.98,89.5
2026-06-01 09:03:20,26.7,34.2,8.06,84.0
2026-06-01 09:03:25,30.6,35.3,14.21,67.9
2026-06-01 09:03:30,27.7,37.2,37.44,6.7
2026-06-01 09:03:35,28.4,38.3,32.07,20.9
2026-06-01 09:03:40,30.8,27.4,7.34,85.9
2026-06-01 09:03:45,29.0,29.6,35.36,12.2
2026-06-01 09:03:50,36.9,40.5,34.07,15.6
2026-06-01 09:03:55,29.8,34.7,19.33,54.4
2026-06-01 09:04:00,31.9,32.9,29.58,27.4
2026-06-01 09:04:05,24.2,33.7,31.56,22.2
2026-06-01 09:04:10,27.4,33.7,18.12,57.6
2026-06-01 09:04:15,26.7,37.8,25.84,37.3
2026-06-01 09:04:20,27.1,29.5,34.66,14.1
2026-06-01 09:04:25,31.2,35.1,19.68,53.5
2026-06-01 09:04:30,33.1,36.2,25.29,38.7
2026-06-01 09:04:35,31.0,37.0,12.09,73.5
2026-06-01 09:04:40,29.3,36.1,36.1,10.3
2026-06-01 09:04:45,28.1,37.6,16.42,62.1
2026-06-01 09:04:50,33.3,32.1,23.41,43.6
2026-06-01 09:04:55,36.2,30.3,24.57,40.6
2026-06-01 09:05:00,30.4,47.3,31.17,23.2
2026-06-01 09:05:05,32.8,33.5,38.84,3.0
2026-06-01 09:05:10,31.0,34.1,7.79,84.8
2026-06-01 09:05:15,32.3,38.4,27.6,32.6
2026-06-01 09:05:20,26.5,43.0,14.12,68.1
2026-06-01 09:05:25,28.5,32.3,3.99,94.8
2026-06-01 09:05:30,31.2,30.0,18.53,56.5
2026-06-01 09:05:35,33.6,28.8,24.91,39.7
2026-06-01 09:05:40,27.5,43.0,29.81,26.8
2026-06-01 09:05:45,23.9,29.8,4.51,93.4
2026-06-01 09:05:50,28.5,34.9,14.08,68.2
2026-06-01 09:05:55,33.0,30.1,14.72,66.5
