Timestamp,Temperature,Humidity,Distance,Material_Level
2026-06-01 08:32:40,28.3,35.2,19.93,52.8
2026-06-01 08:32:45,24.5,34.3,16.44,62.0
2026-06-01 08:32:50,34.1,33.2,24.66,40.4
2026-06-01 08:32:55,26.1,35.4,29.03,28.9
2026-06-01 08:33:00,31.6,36.1,9.25,80.9
2026-06-01 08:33:05,29.9,30.1,37.41,6.8
2026-06-01 08:33:10,33.9,33.3,29.35,28.0
2026-06-01 08:33:15,27.6,29.7,38.51,3.9
2026-06-01 08:33:20,30.2,34.8,39.47,1.4
2026-06-01 08:33:25,24.9,32.0,26.57,35.3
2026-06-01 08:33:30,24.2,38.9,32.6,19.5
2026-06-01 08:33:35,31.8,38.4,29.8,26.8
2026-06-01 08:33:40,24.6,30.4,8.8,82.1
2026-06-01 08:33:45,29.3,35.0,33.81,16.3
2026-06-01 08:33:50,33.0,38.2,10.35,78.0
2026-06-01 08:33:55,32.2,34.1,14.35,67.5
2026-06-01 08:34:00,28.0,31.4,27.6,32.6
2026-06-01 08:34:05,25.2,29.5,19.23,54.7
2026-06-01 08:34:10,31.5,39.3,23.11,44.4
2026-06-01 08:34:15,34.0,39.5,35.12,12.8
2026-06-01 08:34:20,28.0,34.0,5.53,90.7
2026-06-01 08:34:25,27.6,38.8,18.35,57.0
2026-06-01 08:34:30,28.4,20.2,6.55,88.0
2026-06-01 08:34:35,31.7,41.6,8.69,82.4
2026-06-01 08:34:40,33.7,34.2,36.97,8.0
2026-06-01 08:34:45,26.3,35.7,32.12,20.7
2026-06-01 08:34:50,25.5,33.4,34.48,14.5
2026-06-01 08:34:55,37.0,42.0,8.43,83.1
2026-06-01 08:35:00,29.5,29.7,7.23,86.2
2026-06-01 08:35:05,30.8,42.4,19.94,52.8
2026-06-01 08:35:10,27.9,37.0,36.04,10.4
2026-06-01 08:35:15,31.5,38.1,34.85,13.6
2026-06-01 08:35:20,32.9,33.4,9.09,81.4
2026-06-01 08:35:25,30.9,28.5,4.69,92.9
2026-06-01 08:35:30,35.2,39.7,32.42,19.9
2026-06-01 08:35:35,29.0,36.6,39.58,1.1
2026-06-01 08:35:40,29.2,41.8,27.42,33.1
2026-06-01 08:35:45,30.7,34.0,38.84,3.0
2026-06-01 08:35:50,31.4,32.9,8.54,82.8
2026-06-01 08:35:55,30.7,41.9,21.32,49.2
2026-06-01 08:36:00,26.1,44.6,15.61,64.2
2026-06-01 08:36:05,30.9,35.0,24.36,41.1
2026-06-01 08:36:10,28.9,31.2,26.87,34.6
2026-06-01 08:36:15,28.3,39.1,31.56,22.2
2026-06-01 08:36:20,30.1,33.7,10.72,77.1
2026-06-01 08:36:25,27.1,38.0,13.57,69.6
2026-06-01 08:36:30,26.6,33.7,26.29,36.1
2026-06-01 08:36:35,22.2,42.8,27.8,32.1
2026-06-01 08:36:40,35.2,31.5,39.95,0.1
2026-06-01 08:36:45,31.7,37.4,37.59,6.4
2026-06-01 08:36:50,29.6,32.6,16.32,62.3
2026-06-01 08:36:55,28.0,33.6,20.44,51.5
2026-06-01 08:37:00,21.4,32.9,23.48,43.5
2026-06-01 08:37:05,27.8,38.7,8.55,82.8
2026-06-01 08:37:10,32.1,39.6,20.85,50.4
2026-06-01 08:37:15,32.8,37.8,25.39,38.4
2026-06-01 08:37:20,31.9,34.5,33.87,16.1
2026-06-01 08:37:25,30.5,35.7,8.81,82.1
2026-06-01 08:37:30,33.9,39.5,18.1,57.6
2026-06-01 08:37:35,29.0,39.6,36.49,9.2
2026-06-01 08:37:40,33.3,21.5,15.34,64.9
2026-06-01 08:37:45,28.8,33.6,23.85,42.5
2026-06-01 08:37:50,27.4,33.9,9.17,81.1
2026-06-01 08:37:55,27.0,38.3,5.08,91.9
2026-06-01 08:38:00,26.8,34.7,17.18,60.0
2026-06-01 08:38:05,32.0,38.6,12.2,73.2
2026-06-01 08:38:10,27.8,29.6,37.85,5.7
2026-06-01 08:38:15,26.9,36.3,18.71,56.0
2026-06-01 08:38:20,32.1,39.5,11.3,75.5
2026-06-01 08:38:25,31.0,27.6,21.12,49.7
2026-06-01 08:38:30,32.9,47.6,17.45,59.4
2026-06-01 08:38:35,31.5,41.0,5.84,89.9
2026-06-01 08:38:40,27.7,35.0,32.47,19.8
2026-06-01 08:38:45,30.2,30.9,36.27,9.8
2026-06-01 08:38:50,30.4,34.1,13.76,69.1
2026-06-01 08:38:55,27.2,35.4,8.73,82.3
2026-06-01 08:39:00,26.7,37.2,7.68,85.0
2026-06-01 08:39:05,28.0,42.5,15.62,64.2
2026-06-01 08:39:10,36.1,32.6,8.34,83.3
2026-06-01 08:39:15,28.8,37.8,13.37,70.1
2026-06-01 08:39:20,33.7,28.5,36.68,8.7
2026-06-01 08:39:25,28.6,32.9,11.04,76.2
2026-06-01 08:39:30,32.7,36.9,33.18,17.9
2026-06-01 08:39:35,32.7,38.5,31.01,23.7
2026-06-01 08:39:40,32.9,31.2,25.0,39.5
2026-06-01 08:39:45,31.2,32.8,28.05,31.5
2026-06-01 08:39:50,34.1,42.3,27.78,32.2
2026-06-01 08:39:55,31.1,40.8,33.57,16.9
2026-06-01 08:40:00,35.1,36.0,28.83,29.4
2026-06-01 08:40:05,25.1,23.8,39.25,2.0
2026-06-01 08:40:10,31.0,47.6,22.03,47.3
2026-06-01 08:40:15,30.8,34.9,10.79,76.9
2026-06-01 08:40:20,27.2,33.4,7.23,86.2
2026-06-01 08:40:25,31.7,32.4,8.82,82.0
2026-06-01 08:40:30,25.5,36.9,24.17,41.6
