Timestamp,Temperature,Humidity,Distance,Material_Level
2026-06-01 08:41:00,32.4,36.1,9.54,80.2
2026-06-01 08:41:05,31.3,34.1,16.59,61.6
2026-06-01 08:41:10,28.2,30.3,34.04,15.7
2026-06-01 08:41:15,26.9,37.5,7.58,85.3
2026-06-01 08:41:20,31.6,40.2,16.16,62.7
2026-06-01 08:41:25,29.8,39.4,9.31,80.8
2026-06-01 08:41:30,26.0,33.7,10.58,77.4
2026-06-01 08:41:35,25.4,36.8,28.68,29.8
2026-06-01 08:41:40,27.1,43.4,37.17,7.5
2026-06-01 08:41:45,35.5,40.4,33.29,17.7
2026-06-01 08:41:50,36.6,31.1,36.47,9.3
2026-06-01 08:41:55,30.6,22.3,30.75,24.3
2026-06-01 08:42:00,30.4,36.5,22.54,46.0
2026-06-01 08:42:05,29.0,39.0,5.54,90.7
2026-06-01 08:42:10,27.2,29.6,6.86,87.2
2026-06-01 08:42:15,34.1,35.0,12.69,71.9
2026-06-01 08:42:20,35.6,33.7,39.08,2.4
2026-06-01 08:42:25,27.3,35.5,27.03,34.1
2026-06-01 08:42:30,29.8,32.3,14.07,68.2
2026-06-01 08:42:35,28.7,41.5,35.1,12.9
2026-06-01 08:42:40,28.7,35.7,9.56,80.1
2026-06-01 08:42:45,33.6,30.6,5.25,91.5
2026-06-01 08:42:50,26.1,39.6,26.54,35.4
2026-06-01 08:42:55,31.4,28.7,13.18,70.6
2026-06-01 08:43:00,32.2,41.4,34.37,14.8
2026-06-01 08:43:05,29.6,40.0,13.75,69.1
2026-06-01 08:43:10,32.7,41.9,39.18,2.1
2026-06-01 08:43:15,30.4,34.2,34.27,15.1
2026-06-01 08:43:20,33.7,32.5,13.02,71.0
2026-06-01 08:43:25,25.4,35.4,12.95,71.2
2026-06-01 08:43:30,29.0,34.6,15.64,64.1
2026-06-01 08:43:35,29.8,31.7,21.86,47.7
2026-06-01 08:43:40,22.0,32.2,14.35,67.5
2026-06-01 08:43:45,26.7,33.2,10.6,77.4
2026-06-01 08:43:50,27.6,29.1,3.27,96.6
2026-06-01 08:43:55,32.8,38.4,6.23,88.9
2026-06-01 08:44:00,27.9,34.7,9.81,79.5
2026-06-01 08:44:05,27.5,33.5,13.6,69.5
2026-06-01 08:44:10,32.5,29.4,18.18,57.4
2026-06-01 08:44:15,25.1,29.2,35.42,12.1
2026-06-01 08:44:20,23.8,44.7,33.71,16.6
2026-06-01 08:44:25,28.9,31.9,8.83,82.0
2026-06-01 08:44:30,25.7,38.1,9.47,80.3
2026-06-01 08:44:35,25.8,35.8,16.65,61.4
2026-06-01 08:44:40,31.7,21.1,23.32,43.9
2026-06-01 08:44:45,32.6,44.0,39.01,2.6
2026-06-01 08:44:50,32.4,38.4,27.57,32.7
2026-06-01 08:44:55,33.3,31.2,24.02,42.1
2026-06-01 08:45:00,33.7,34.9,21.54,48.6
2026-06-01 08:45:05,23.6,29.3,4.69,92.9
2026-06-01 08:45:10,31.4,44.1,35.87,10.9
2026-06-01 08:45:15,28.4,30.5,20.28,51.9
2026-06-01 08:45:20,27.8,32.4,26.02,36.8
2026-06-01 08:45:25,31.7,31.4,2.38,99.0
2026-06-01 08:45:30,24.8,35.4,7.25,86.2
2026-06-01 08:45:35,24.7,41.9,23.33,43.9
2026-06-01 08:45:40,31.9,43.9,2.01,100.0
2026-06-01 08:45:45,31.5,33.0,20.47,51.4
2026-06-01 08:45:50,30.4,36.9,33.65,16.7
2026-06-01 08:45:55,27.4,35.4,18.88,55.6
2026-06-01 08:46:00,32.2,30.1,31.4,22.6
2026-06-01 08:46:05,32.0,47.1,15.82,63.6
2026-06-01 08:46:10,30.3,41.8,4.38,93.7
2026-06-01 08:46:15,26.5,35.9,10.12,78.6
2026-06-01 08:46:20,28.7,42.9,29.62,27.3
2026-06-01 08:46:25,32.5,41.1,28.72,29.7
2026-06-01 08:46:30,34.0,35.4,37.37,6.9
2026-06-01 08:46:35,29.0,36.6,29.14,28.6
2026-06-01 08:46:40,29.3,42.6,36.48,9.3
2026-06-01 08:46:45,29.5,30.3,21.02,49.9
2026-06-01 08:46:50,30.8,43.4,13.08,70.8
2026-06-01 08:46:55,28.3,33.9,11.46,75.1
2026-06-01 08:47:00,21.3,42.6,37.74,6.0
2026-06-01 08:47:05,33.6,35.0,27.08,34.0
2026-06-01 08:47:10,35.4,36.7,29.05,28.8
2026-06-01 08:47:15,28.2,34.8,36.04,10.4
2026-06-01 08:47:20,26.8,32.3,26.23,36.2
2026-06-01 08:47:25,29.6,33.6,28.63,29.9
2026-06-01 08:47:30,29.4,41.9,15.89,63.4
2026-06-01 08:47:35,33.0,23.4,6.43,88.3
2026-06-01 08:47:40,30.2,28.8,22.72,45.5
2026-06-01 08:47:45,27.6,31.4,11.63,74.7
2026-06-01 08:47:50,26.0,29.6,34.45,14.6
2026-06-01 08:47:55,32.6,42.5,5.99,89.5
2026-06-01 08:48:00,31.8,41.3,34.2,15.3
2026-06-01 08:48:05,33.2,38.0,32.7,19.2
2026-06-01 08:48:10,27.1,31.8,35.95,10.6
2026-06-01 08:48:15,35.5,41.7,28.23,31.0
2026-06-01 08:48:20,24.8,27.1,19.01,55.2
2026-06-01 08:48:25,32.1,45.7,2.46,98.8
2026-06-01 08:48:30,24.3,31.6,9.85,79.3
2026-06-01 08:48:35,27.6,33.7,25.54,38.0
2026-06-01 08:48:40,34.7,32.9,18.12,57.6
2026-06-01 08:48:45,32.5,29.6,16.31,62.3
2026-06-01 08:48:50,28.4,44.6,8.74,82.3
2026-06-01 08:48:55,28.4,38.9,12.01,73.6
2026-06-01 08:49:00,30.3,41.1,18.37,56.9
2026-06-01 08:49:05,31.5,28.9,14.57,66.9
2026-06-01 08:49:10,33.8,35.9,11.66,74.6
2026-06-01 08:49:15,28.6,37.6,34.94,13.3
